"ent_mun","indicador","2015","2016"
"20473","analfabeta",8.18,NA
"15090","analfabeta",8.19,NA
"20204","analfabeta",8.19,NA
"06004","analfabeta",8.2,NA
"14040","analfabeta",8.2,NA
"13065","analfabeta",8.22,NA
"20047","analfabeta",8.22,NA
"17010","analfabeta",8.25,NA
"23009","analfabeta",8.26,NA
"14028","analfabeta",8.27,NA
"18016","analfabeta",8.27,NA
"14059","analfabeta",8.28,NA
"14103","analfabeta",8.3,NA
"31039","analfabeta",8.3,NA
"14012","analfabeta",8.31,NA
"14035","analfabeta",8.31,NA
"31027","analfabeta",8.31,NA
"13036","analfabeta",8.33,NA
"20147","analfabeta",8.33,NA
"21102","analfabeta",8.34,NA
"15034","analfabeta",8.35,NA
"18007","analfabeta",8.37,NA
"20493","analfabeta",8.37,NA
"15110","analfabeta",8.38,NA
"20030","analfabeta",8.4,NA
"14092","analfabeta",8.42,NA
"31095","analfabeta",8.43,NA
"21020","analfabeta",8.44,NA
"13005","analfabeta",8.48,NA
"16028","analfabeta",8.48,NA
"28037","analfabeta",8.49,NA
"17013","analfabeta",8.5,NA
"16108","analfabeta",8.51,NA
"21060","analfabeta",8.51,NA
"14013","analfabeta",8.52,NA
"24016","analfabeta",8.52,NA
"16076","analfabeta",8.54,NA
"21033","analfabeta",8.54,NA
"30136","analfabeta",8.56,NA
"18003","analfabeta",8.58,NA
"20540","analfabeta",8.58,NA
"30021","analfabeta",8.58,NA
"14081","analfabeta",8.59,NA
"21180","analfabeta",8.59,NA
"24005","analfabeta",8.59,NA
"21189","analfabeta",8.62,NA
"14100","analfabeta",8.66,NA
"10033","analfabeta",8.67,NA
"28001","analfabeta",8.67,NA
"32012","analfabeta",8.68,NA
"32028","analfabeta",8.69,NA
"28029","analfabeta",8.7,NA
"10019","analfabeta",8.71,NA
"29004","analfabeta",8.71,NA
"05005","analfabeta",8.73,NA
"08057","analfabeta",8.74,NA
"11037","analfabeta",8.74,NA
"24048","analfabeta",8.74,NA
"29034","analfabeta",8.78,NA
"28017","analfabeta",8.8,NA
"30085","analfabeta",8.8,NA
"14102","analfabeta",8.83,NA
"20239","analfabeta",8.83,NA
"27013","analfabeta",8.84,NA
"30102","analfabeta",8.84,NA
"14064","analfabeta",8.85,NA
"20523","analfabeta",8.87,NA
"25008","analfabeta",8.87,NA
"14105","analfabeta",8.88,NA
"30152","analfabeta",8.88,NA
"14086","analfabeta",8.89,NA
"15014","analfabeta",8.9,NA
"16066","analfabeta",8.9,NA
"20280","analfabeta",8.9,NA
"16060","analfabeta",8.91,NA
"08063","analfabeta",8.93,NA
"08051","analfabeta",8.95,NA
"20565","analfabeta",8.95,NA
"29003","analfabeta",8.96,NA
"19017","analfabeta",8.97,NA
"30069","analfabeta",8.99,NA
"17033","analfabeta",9,NA
"20184","analfabeta",9.01,NA
"16111","analfabeta",9.03,NA
"15113","analfabeta",9.06,NA
"25016","analfabeta",9.06,NA
"29052","analfabeta",9.06,NA
"32016","analfabeta",9.07,NA
"20444","analfabeta",9.09,NA
"28031","analfabeta",9.09,NA
"15005","analfabeta",9.1,NA
"31072","analfabeta",9.1,NA
"17024","analfabeta",9.11,NA
"20010","analfabeta",9.11,NA
"24040","analfabeta",9.12,NA
"24021","analfabeta",9.13,NA
"14078","analfabeta",9.14,NA
"20408","analfabeta",9.14,NA
"28004","analfabeta",9.14,NA
"15102","analfabeta",9.16,NA
"20172","analfabeta",9.17,NA
"32003","analfabeta",9.17,NA
"14043","analfabeta",9.2,NA
"11016","analfabeta",9.23,NA
"14123","analfabeta",9.23,NA
"16005","analfabeta",9.24,NA
"07074","analfabeta",9.25,NA
"20094","analfabeta",9.25,NA
"30089","analfabeta",9.25,NA
"20305","analfabeta",9.27,NA
"32015","analfabeta",9.27,NA
"07089","analfabeta",9.28,NA
"20074","analfabeta",9.28,NA
"27015","analfabeta",9.28,NA
"13055","analfabeta",9.29,NA
"15040","analfabeta",9.31,NA
"14113","analfabeta",9.32,NA
"28028","analfabeta",9.32,NA
"30082","analfabeta",9.34,NA
"20541","analfabeta",9.35,NA
"16011","analfabeta",9.36,NA
"16068","analfabeta",9.36,NA
"08033","analfabeta",9.38,NA
"17025","analfabeta",9.38,NA
"30014","analfabeta",9.38,NA
"30126","analfabeta",9.38,NA
"16098","analfabeta",9.39,NA
"11018","analfabeta",9.41,NA
"18010","analfabeta",9.41,NA
"20006","analfabeta",9.41,NA
"21021","analfabeta",9.41,NA
"20552","analfabeta",9.42,NA
"14011","analfabeta",9.43,NA
"21094","analfabeta",9.43,NA
"30196","analfabeta",9.44,NA
"14104","analfabeta",9.45,NA
"15067","analfabeta",9.48,NA
"30017","analfabeta",9.48,NA
"28012","analfabeta",9.49,NA
"28008","analfabeta",9.5,NA
"16045","analfabeta",9.51,NA
"20093","analfabeta",9.52,NA
"13045","analfabeta",9.53,NA
"24050","analfabeta",9.54,NA
"14008","analfabeta",9.55,NA
"18014","analfabeta",9.55,NA
"13024","analfabeta",9.56,NA
"14076","analfabeta",9.56,NA
"21131","analfabeta",9.56,NA
"32043","analfabeta",9.56,NA
"13044","analfabeta",9.57,NA
"14045","analfabeta",9.57,NA
"20220","analfabeta",9.57,NA
"30134","analfabeta",9.57,NA
"24015","analfabeta",9.58,NA
"31100","analfabeta",9.58,NA
"29046","analfabeta",9.59,NA
"13084","analfabeta",9.6,NA
"14060","analfabeta",9.61,NA
"21091","analfabeta",9.62,NA
"31082","analfabeta",9.63,NA
"14125","analfabeta",9.64,NA
"20310","analfabeta",9.65,NA
"31089","analfabeta",9.65,NA
"31011","analfabeta",9.66,NA
"14085","analfabeta",9.69,NA
"20014","analfabeta",9.7,NA
"28019","analfabeta",9.7,NA
"14072","analfabeta",9.72,NA
"18011","analfabeta",9.72,NA
"21148","analfabeta",9.73,NA
"16087","analfabeta",9.76,NA
"17014","analfabeta",9.77,NA
"20356","analfabeta",9.77,NA
"20548","analfabeta",9.77,NA
"14033","analfabeta",9.8,NA
"30128","analfabeta",9.81,NA
"20462","analfabeta",9.82,NA
"17021","analfabeta",9.83,NA
"29027","analfabeta",9.83,NA
"30093","analfabeta",9.83,NA
"08056","analfabeta",9.85,NA
"16090","analfabeta",9.85,NA
"29025","analfabeta",9.85,NA
"30097","analfabeta",9.86,NA
"31004","analfabeta",9.86,NA
"13030","analfabeta",9.88,NA
"20022","analfabeta",9.89,NA
"27008","analfabeta",9.9,NA
"31020","analfabeta",9.9,NA
"30211","analfabeta",9.93,NA
"13081","analfabeta",9.94,NA
"20511","analfabeta",9.94,NA
"14112","analfabeta",9.95,NA
"24051","analfabeta",9.97,NA
"06009","analfabeta",9.98,NA
"11032","analfabeta",9.98,NA
"20109","analfabeta",10.05,NA
"24011","analfabeta",10.06,NA
"20288","analfabeta",10.08,NA
"32054","analfabeta",10.08,NA
"28010","analfabeta",10.1,NA
"30205","analfabeta",10.11,NA
"14014","analfabeta",10.13,NA
"14026","analfabeta",10.13,NA
"20221","analfabeta",10.13,NA
"30111","analfabeta",10.15,NA
"30179","analfabeta",10.16,NA
"31045","analfabeta",10.17,NA
"14032","analfabeta",10.18,NA
"20049","analfabeta",10.19,NA
"20317","analfabeta",10.19,NA
"12049","analfabeta",10.2,NA
"21175","analfabeta",10.25,NA
"14071","analfabeta",10.26,NA
"25013","analfabeta",10.26,NA
"11042","analfabeta",10.27,NA
"16039","analfabeta",10.27,NA
"20410","analfabeta",10.28,NA
"11005","analfabeta",10.29,NA
"20222","analfabeta",10.31,NA
"13007","analfabeta",10.32,NA
"14080","analfabeta",10.32,NA
"20471","analfabeta",10.32,NA
"24053","analfabeta",10.32,NA
"17017","analfabeta",10.33,NA
"30114","analfabeta",10.33,NA
"21008","analfabeta",10.34,NA
"20397","analfabeta",10.36,NA
"20459","analfabeta",10.37,NA
"31053","analfabeta",10.37,NA
"32026","analfabeta",10.37,NA
"21152","analfabeta",10.38,NA
"14096","analfabeta",10.39,NA
"11038","analfabeta",10.4,NA
"20295","analfabeta",10.4,NA
"16034","analfabeta",10.41,NA
"16105","analfabeta",10.42,NA
"30053","analfabeta",10.42,NA
"31070","analfabeta",10.42,NA
"17004","analfabeta",10.44,NA
"20068","analfabeta",10.44,NA
"31029","analfabeta",10.44,NA
"20283","analfabeta",10.46,NA
"15063","analfabeta",10.47,NA
"20140","analfabeta",10.47,NA
"20545","analfabeta",10.47,NA
"31055","analfabeta",10.47,NA
"32033","analfabeta",10.47,NA
"27017","analfabeta",10.51,NA
"21204","analfabeta",10.52,NA
"30100","analfabeta",10.52,NA
"20193","analfabeta",10.53,NA
"31025","analfabeta",10.53,NA
"06001","analfabeta",10.54,NA
"14038","analfabeta",10.56,NA
"30030","analfabeta",10.56,NA
"16109","analfabeta",10.57,NA
"20486","analfabeta",10.57,NA
"16112","analfabeta",10.58,NA
"14068","analfabeta",10.59,NA
"30175","analfabeta",10.59,NA
"26069","analfabeta",10.61,NA
"14087","analfabeta",10.62,NA
"15064","analfabeta",10.67,NA
"21082","analfabeta",10.68,NA
"20550","analfabeta",10.69,NA
"22007","analfabeta",10.69,NA
"24010","analfabeta",10.69,NA
"19007","analfabeta",10.7,NA
"20332","analfabeta",10.7,NA
"20413","analfabeta",10.7,NA
"20042","analfabeta",10.71,NA
"07063","analfabeta",10.72,NA
"16022","analfabeta",10.72,NA
"30002","analfabeta",10.72,NA
"16093","analfabeta",10.73,NA
"31083","analfabeta",10.73,NA
"21046","analfabeta",10.75,NA
"30011","analfabeta",10.75,NA
"30145","analfabeta",10.76,NA
"16041","analfabeta",10.79,NA
"29030","analfabeta",10.8,NA
"14001","analfabeta",10.82,NA
"30109","analfabeta",10.82,NA
"14079","analfabeta",10.83,NA
"10034","analfabeta",10.85,NA
"30045","analfabeta",10.85,NA
"15087","analfabeta",10.86,NA
"11002","analfabeta",10.87,NA
"16001","analfabeta",10.87,NA
"24024","analfabeta",10.87,NA
"26051","analfabeta",10.89,NA
"16072","analfabeta",10.91,NA
"30200","analfabeta",10.92,NA
"30164","analfabeta",10.93,NA
"14042","analfabeta",10.95,NA
"24044","analfabeta",10.95,NA
"08064","analfabeta",10.98,NA
"21004","analfabeta",10.99,NA
"32021","analfabeta",10.99,NA
"20092","analfabeta",11,NA
"21185","analfabeta",11.01,NA
"14029","analfabeta",11.02,NA
"16091","analfabeta",11.03,NA
"20380","analfabeta",11.03,NA
"14117","analfabeta",11.04,NA
"13019","analfabeta",11.09,NA
"19043","analfabeta",11.09,NA
"20018","analfabeta",11.09,NA
"06006","analfabeta",11.11,NA
"10009","analfabeta",11.11,NA
"16043","analfabeta",11.11,NA
"24046","analfabeta",11.11,NA
"32038","analfabeta",11.11,NA
"24054","analfabeta",11.12,NA
"13017","analfabeta",11.13,NA
"21163","analfabeta",11.14,NA
"21161","analfabeta",11.15,NA
"15078","analfabeta",11.16,NA
"20551","analfabeta",11.17,NA
"30186","analfabeta",11.21,NA
"20570","analfabeta",11.22,NA
"21085","analfabeta",11.22,NA
"24033","analfabeta",11.22,NA
"30160","analfabeta",11.22,NA
"30106","analfabeta",11.23,NA
"15042","analfabeta",11.26,NA
"21040","analfabeta",11.26,NA
"31002","analfabeta",11.26,NA
"14010","analfabeta",11.27,NA
"24049","analfabeta",11.27,NA
"15003","analfabeta",11.28,NA
"22005","analfabeta",11.28,NA
"21104","analfabeta",11.29,NA
"15097","analfabeta",11.31,NA
"16054","analfabeta",11.32,NA
"30208","analfabeta",11.33,NA
"11026","analfabeta",11.34,NA
"14016","analfabeta",11.36,NA
"14122","analfabeta",11.36,NA
"20562","analfabeta",11.37,NA
"16006","analfabeta",11.38,NA
"20431","analfabeta",11.38,NA
"30090","analfabeta",11.39,NA
"20135","analfabeta",11.4,NA
"07036","analfabeta",11.42,NA
"21176","analfabeta",11.42,NA
"20318","analfabeta",11.44,NA
"30174","analfabeta",11.44,NA
"31052","analfabeta",11.44,NA
"16044","analfabeta",11.45,NA
"16106","analfabeta",11.45,NA
"04007","analfabeta",11.46,NA
"20008","analfabeta",11.46,NA
"20173","analfabeta",11.47,NA
"11004","analfabeta",11.49,NA
"20103","analfabeta",11.49,NA
"15026","analfabeta",11.51,NA
"27001","analfabeta",11.51,NA
"21205","analfabeta",11.53,NA
"11023","analfabeta",11.54,NA
"17001","analfabeta",11.54,NA
"21044","analfabeta",11.54,NA
"21149","analfabeta",11.54,NA
"27011","analfabeta",11.55,NA
"30121","analfabeta",11.55,NA
"15004","analfabeta",11.56,NA
"16103","analfabeta",11.58,NA
"30120","analfabeta",11.59,NA
"16086","analfabeta",11.61,NA
"24045","analfabeta",11.61,NA
"30192","analfabeta",11.61,NA
"13058","analfabeta",11.62,NA
"07040","analfabeta",11.63,NA
"26003","analfabeta",11.63,NA
"26056","analfabeta",11.63,NA
"12055","analfabeta",11.64,NA
"30007","analfabeta",11.64,NA
"16048","analfabeta",11.65,NA
"24001","analfabeta",11.65,NA
"13035","analfabeta",11.66,NA
"28011","analfabeta",11.67,NA
"20333","analfabeta",11.7,NA
"21128","analfabeta",11.7,NA
"13012","analfabeta",11.71,NA
"16075","analfabeta",11.72,NA
"20515","analfabeta",11.73,NA
"04005","analfabeta",11.74,NA
"15047","analfabeta",11.74,NA
"16071","analfabeta",11.74,NA
"20314","analfabeta",11.75,NA
"25003","analfabeta",11.75,NA
"15052","analfabeta",11.76,NA
"30125","analfabeta",11.76,NA
"20508","analfabeta",11.78,NA
"31054","analfabeta",11.78,NA
"20161","analfabeta",11.79,NA
"30182","analfabeta",11.79,NA
"11001","analfabeta",11.81,NA
"30052","analfabeta",11.82,NA
"31106","analfabeta",11.82,NA
"27016","analfabeta",11.83,NA
"11012","analfabeta",11.84,NA
"16007","analfabeta",11.84,NA
"30119","analfabeta",11.85,NA
"13016","analfabeta",11.86,NA
"14109","analfabeta",11.86,NA
"30158","analfabeta",11.87,NA
"16003","analfabeta",11.89,NA
"11014","analfabeta",11.92,NA
"16050","analfabeta",11.92,NA
"21071","analfabeta",11.92,NA
"28039","analfabeta",11.93,NA
"04006","analfabeta",11.94,NA
"12050","analfabeta",11.95,NA
"11028","analfabeta",11.96,NA
"16061","analfabeta",11.96,NA
"11003","analfabeta",12,NA
"20555","analfabeta",12,NA
"20298","analfabeta",12.01,NA
"04009","analfabeta",12.02,NA
"20064","analfabeta",12.02,NA
"20453","analfabeta",12.02,NA
"21130","analfabeta",12.02,NA
"16040","analfabeta",12.03,NA
"21003","analfabeta",12.03,NA
"30116","analfabeta",12.05,NA
"21108","analfabeta",12.07,NA
"08047","analfabeta",12.09,NA
"13057","analfabeta",12.09,NA
"21138","analfabeta",12.1,NA
"30059","analfabeta",12.1,NA
"21063","analfabeta",12.12,NA
"12015","analfabeta",12.14,NA
"15112","analfabeta",12.14,NA
"16004","analfabeta",12.18,NA
"21188","analfabeta",12.18,NA
"15021","analfabeta",12.19,NA
"25017","analfabeta",12.19,NA
"04004","analfabeta",12.21,NA
"07011","analfabeta",12.23,NA
"16083","analfabeta",12.23,NA
"21200","analfabeta",12.23,NA
"07057","analfabeta",12.26,NA
"11035","analfabeta",12.26,NA
"20423","analfabeta",12.26,NA
"20176","analfabeta",12.27,NA
"07053","analfabeta",12.28,NA
"15077","analfabeta",12.28,NA
"16036","analfabeta",12.29,NA
"20558","analfabeta",12.31,NA
"07009","analfabeta",12.32,NA
"16018","analfabeta",12.32,NA
"16095","analfabeta",12.32,NA
"21045","analfabeta",12.33,NA
"25005","analfabeta",12.33,NA
"20421","analfabeta",12.34,NA
"17019","analfabeta",12.36,NA
"17005","analfabeta",12.37,NA
"24032","analfabeta",12.37,NA
"12014","analfabeta",12.39,NA
"16009","analfabeta",12.39,NA
"22018","analfabeta",12.39,NA
"30124","analfabeta",12.39,NA
"20335","analfabeta",12.4,NA
"21208","analfabeta",12.41,NA
"32027","analfabeta",12.43,NA
"11010","analfabeta",12.44,NA
"30071","analfabeta",12.44,NA
"15086","analfabeta",12.46,NA
"21069","analfabeta",12.46,NA
"20013","analfabeta",12.47,NA
"11009","analfabeta",12.5,NA
"30112","analfabeta",12.5,NA
"21197","analfabeta",12.52,NA
"07097","analfabeta",12.55,NA
"23007","analfabeta",12.56,NA
"14115","analfabeta",12.57,NA
"20076","analfabeta",12.61,NA
"20137","analfabeta",12.61,NA
"20057","analfabeta",12.63,NA
"16026","analfabeta",12.64,NA
"30183","analfabeta",12.64,NA
"31068","analfabeta",12.65,NA
"20476","analfabeta",12.67,NA
"30151","analfabeta",12.67,NA
"16014","analfabeta",12.68,NA
"20185","analfabeta",12.69,NA
"12011","analfabeta",12.71,NA
"16110","analfabeta",12.71,NA
"20510","analfabeta",12.71,NA
"11046","analfabeta",12.72,NA
"24022","analfabeta",12.77,NA
"21135","analfabeta",12.78,NA
"22009","analfabeta",12.8,NA
"17015","analfabeta",12.82,NA
"20378","analfabeta",12.82,NA
"20401","analfabeta",12.82,NA
"21193","analfabeta",12.82,NA
"11033","analfabeta",12.83,NA
"14106","analfabeta",12.84,NA
"20569","analfabeta",12.84,NA
"21053","analfabeta",12.84,NA
"20464","analfabeta",12.87,NA
"30146","analfabeta",12.88,NA
"31023","analfabeta",12.88,NA
"30150","analfabeta",12.91,NA
"16032","analfabeta",13,NA
"24006","analfabeta",13.03,NA
"20479","analfabeta",13.04,NA
"20546","analfabeta",13.05,NA
"20177","analfabeta",13.06,NA
"07070","analfabeta",13.07,NA
"11024","analfabeta",13.09,NA
"16082","analfabeta",13.09,NA
"14099","analfabeta",13.11,NA
"04001","analfabeta",13.12,NA
"20503","analfabeta",13.12,NA
"30167","analfabeta",13.12,NA
"20238","analfabeta",13.14,NA
"21105","analfabeta",13.14,NA
"31007","analfabeta",13.15,NA
"30101","analfabeta",13.17,NA
"07010","analfabeta",13.18,NA
"07078","analfabeta",13.18,NA
"21001","analfabeta",13.2,NA
"20478","analfabeta",13.22,NA
"31067","analfabeta",13.23,NA
"11008","analfabeta",13.24,NA
"20097","analfabeta",13.25,NA
"15041","analfabeta",13.26,NA
"30148","analfabeta",13.26,NA
"30207","analfabeta",13.27,NA
"21103","analfabeta",13.28,NA
"31009","analfabeta",13.29,NA
"21169","analfabeta",13.3,NA
"15116","analfabeta",13.31,NA
"11030","analfabeta",13.32,NA
"31015","analfabeta",13.32,NA
"07046","analfabeta",13.33,NA
"13038","analfabeta",13.33,NA
"30070","analfabeta",13.33,NA
"15001","analfabeta",13.34,NA
"19014","analfabeta",13.35,NA
"22004","analfabeta",13.36,NA
"04008","analfabeta",13.37,NA
"13006","analfabeta",13.38,NA
"29037","analfabeta",13.39,NA
"24004","analfabeta",13.42,NA
"16020","analfabeta",13.43,NA
"21018","analfabeta",13.43,NA
"07029","analfabeta",13.44,NA
"11022","analfabeta",13.44,NA
"24056","analfabeta",13.45,NA
"20488","analfabeta",13.46,NA
"31038","analfabeta",13.46,NA
"20144","analfabeta",13.48,NA
"20223","analfabeta",13.49,NA
"16100","analfabeta",13.5,NA
"21095","analfabeta",13.51,NA
"22013","analfabeta",13.51,NA
"20104","analfabeta",13.52,NA
"07019","analfabeta",13.54,NA
"20303","analfabeta",13.54,NA
"16080","analfabeta",13.55,NA
"16113","analfabeta",13.55,NA
"21186","analfabeta",13.56,NA
"16047","analfabeta",13.61,NA
"21012","analfabeta",13.61,NA
"20181","analfabeta",13.62,NA
"21011","analfabeta",13.62,NA
"11039","analfabeta",13.65,NA
"16023","analfabeta",13.67,NA
"12048","analfabeta",13.68,NA
"31062","analfabeta",13.68,NA
"13042","analfabeta",13.7,NA
"23006","analfabeta",13.71,NA
"30003","analfabeta",13.73,NA
"20282","analfabeta",13.74,NA
"20340","analfabeta",13.74,NA
"16015","analfabeta",13.75,NA
"08020","analfabeta",13.76,NA
"14048","analfabeta",13.77,NA
"07034","analfabeta",13.79,NA
"20455","analfabeta",13.84,NA
"21101","analfabeta",13.84,NA
"30054","analfabeta",13.84,NA
"21209","analfabeta",13.85,NA
"24042","analfabeta",13.87,NA
"16016","analfabeta",13.88,NA
"20244","analfabeta",13.88,NA
"16089","analfabeta",13.89,NA
"21051","analfabeta",13.89,NA
"30135","analfabeta",13.92,NA
"16030","analfabeta",13.93,NA
"07001","analfabeta",13.95,NA
"10002","analfabeta",13.95,NA
"20274","analfabeta",13.95,NA
"31063","analfabeta",13.95,NA
"16017","analfabeta",13.96,NA
"30154","analfabeta",13.96,NA
"16055","analfabeta",13.99,NA
"20418","analfabeta",13.99,NA
"29007","analfabeta",14,NA
"30077","analfabeta",14.01,NA
"20179","analfabeta",14.02,NA
"20369","analfabeta",14.02,NA
"18019","analfabeta",14.03,NA
"07017","analfabeta",14.04,NA
"16078","analfabeta",14.04,NA
"30096","analfabeta",14.04,NA
"13059","analfabeta",14.06,NA
"18005","analfabeta",14.08,NA
"20561","analfabeta",14.1,NA
"22008","analfabeta",14.1,NA
"23002","analfabeta",14.1,NA
"24055","analfabeta",14.11,NA
"16059","analfabeta",14.14,NA
"16065","analfabeta",14.15,NA
"16094","analfabeta",14.15,NA
"07055","analfabeta",14.16,NA
"16033","analfabeta",14.16,NA
"16063","analfabeta",14.16,NA
"30155","analfabeta",14.16,NA
"16085","analfabeta",14.17,NA
"20308","analfabeta",14.17,NA
"24018","analfabeta",14.17,NA
"21062","analfabeta",14.18,NA
"21064","analfabeta",14.18,NA
"16042","analfabeta",14.19,NA
"19036","analfabeta",14.2,NA
"20472","analfabeta",14.2,NA
"15117","analfabeta",14.21,NA
"16024","analfabeta",14.22,NA
"31074","analfabeta",14.22,NA
"24030","analfabeta",14.24,NA
"08009","analfabeta",14.25,NA
"20043","analfabeta",14.25,NA
"20052","analfabeta",14.26,NA
"16067","analfabeta",14.27,NA
"20216","analfabeta",14.27,NA
"25007","analfabeta",14.27,NA
"16073","analfabeta",14.28,NA
"30132","analfabeta",14.28,NA
"07043","analfabeta",14.29,NA
"20044","analfabeta",14.31,NA
"20291","analfabeta",14.31,NA
"20405","analfabeta",14.31,NA
"21035","analfabeta",14.31,NA
"11043","analfabeta",14.32,NA
"20167","analfabeta",14.33,NA
"07027","analfabeta",14.34,NA
"20533","analfabeta",14.34,NA
"30006","analfabeta",14.39,NA
"24052","analfabeta",14.4,NA
"30117","analfabeta",14.4,NA
"17003","analfabeta",14.41,NA
"31005","analfabeta",14.41,NA
"20237","analfabeta",14.42,NA
"20542","analfabeta",14.42,NA
"07015","analfabeta",14.43,NA
"21160","analfabeta",14.43,NA
"15119","analfabeta",14.49,NA
"21139","analfabeta",14.49,NA
"16037","analfabeta",14.51,NA
"24036","analfabeta",14.51,NA
"21133","analfabeta",14.52,NA
"20004","analfabeta",14.53,NA
"20120","analfabeta",14.53,NA
"15007","analfabeta",14.55,NA
"30178","analfabeta",14.55,NA
"31102","analfabeta",14.56,NA
"14031","analfabeta",14.57,NA
"22003","analfabeta",14.6,NA
"21170","analfabeta",14.61,NA
"31091","analfabeta",14.62,NA
"20292","analfabeta",14.64,NA
"12060","analfabeta",14.65,NA
"21098","analfabeta",14.67,NA
"24041","analfabeta",14.68,NA
"20557","analfabeta",14.69,NA
"21075","analfabeta",14.69,NA
"30181","analfabeta",14.69,NA
"31078","analfabeta",14.7,NA
"24012","analfabeta",14.71,NA
"30194","analfabeta",14.72,NA
"12037","analfabeta",14.74,NA
"16079","analfabeta",14.77,NA
"24026","analfabeta",14.78,NA
"14065","analfabeta",14.82,NA
"21207","analfabeta",14.87,NA
"16062","analfabeta",14.89,NA
"20153","analfabeta",14.89,NA
"20427","analfabeta",14.89,NA
"21142","analfabeta",14.89,NA
"21194","analfabeta",14.9,NA
"11029","analfabeta",14.91,NA
"24034","analfabeta",14.92,NA
"30004","analfabeta",14.92,NA
"20258","analfabeta",14.93,NA
"21002","analfabeta",14.94,NA
"07032","analfabeta",14.96,NA
"30061","analfabeta",14.96,NA
"20108","analfabeta",14.99,NA
"20301","analfabeta",15,NA
"20357","analfabeta",15.01,NA
"30199","analfabeta",15.02,NA
"07021","analfabeta",15.03,NA
"20463","analfabeta",15.04,NA
"24038","analfabeta",15.06,NA
"07105","analfabeta",15.08,NA
"21067","analfabeta",15.08,NA
"21141","analfabeta",15.08,NA
"21179","analfabeta",15.08,NA
"30033","analfabeta",15.09,NA
"20021","analfabeta",15.1,NA
"20377","analfabeta",15.1,NA
